DM_EVENT.date_ops_start,DM_ACTIVITY.activity_code,DM_ACTIVITY.activity_memo,LOSS_CIRCULATION
24/04/2014,F1,"cont to drill 6-1/8"" hole (ags/mwd) from 2463 m to 2471 mmd/ 2134.3 mtvd with 1.15 sg nabm. observed dynamic losses while drilling with 900 lpm, 2100 psi - loss rate 15.1 m3/hr. reduce flow rate to 800 lpm, 1630 psi - loss rate 12.7 m3/hr. total losses 1.3 m3.",0.0
24/04/2014,F1,"drill 8-1/2"" hole from 354 m to 891mmd/806 mtvd with 1.03 sg sw. bg 0.5-1%. bhct 44 c rotate: wob 3-10 klbs, 2500-3000 lpm, 1500-2000 psi, 80-120 rpm, tq on/ off 6-10/4-6 kft-lbs slide: wob 3-8 klbs, 2500-3000 lpm, 1500-18500 psi p/u 146 klbs, s/o 124 kbls, rot 135 klbs rotate 460.5 m/1.09hrs, rop 422 m/hr. slide 76.5m/0.45hrs, avg rop 171 m/hr - pump 4.8 m3 of hi-vis sweep every 3 stands. - last survey at 860.91 m: 33 incl, 38.41 azi, 1.7 m above and 0.2 m right from plan.  00:00-06:00 hrs operations ======================= 00:00-03:30 drill 8-1/2"" hole from 891 m to section td 1166 mmd/ 1039 mtvd with 1.03 sg sw. bg 0.3%, bhct 48 c. - pump 6.4 m3 of hi-vis sweep every 3 stands. - hole size from carbide first/peak = 11.52""/12.30"" - projection at td: 33.5 incl, 77.5 azi, 1.8 m above and 0.2 m right from plan. 03:30-05:15 pump 6.4 m3 hi-vis sweep. displace well to 1.12 sg pac/phpa. bottom up sample 100% clay. circulate hole clean and condition mud (3000 lpm, 1750 psi, 80 rpm, 4-5 kft-lbs). no losses. - hole size from hi-vis sweep 11.78"", from pac/phpa 12.07"" 05:15-06:00 flow check, hole static. pooh 8-1/2"" bha to 911 m, hole take correct displacement.",0.0
24/04/2014,PN1,"perform trip drill. circulate hole clean (715 lpm, 360 psi). max gas 2.63%. no losses. meanwhile mix and prepare condition mud 1.10 sg nabm.",0.0
24/04/2014,F1,"drill 6-1/8"" hole (ags/mwd) from 1169 m to 1581 mmd/ 1379.7 mtvd with 1.15 sg nabm, no losses. bhct 94.5 ?c. bg 0.5%, max gas 3.2%@1532.5 mmd/ 1339.2 mtvd. drilling parameters: wob 10-12 klbs, 1000 lpm, 2800 psi (fg),  200-220 rpm. tq off/ on 3-4/5-7 kft-lbs. rotate 415 m/ 4.86 hrs. avg rop 85.5 m/hr. fg 100% p/u 150 klbs, s/o 115 klbs, rot 126 klbs.  formation:    - top of 2d 1280 mmd/1132.1 mtvd (plan 1297 mmd/1146 mtvd): 30-95% cly, 5-70% sst,        <1% coal.    - top of 2c 1440 mmd/1262.5 mtvd (plan 1453 mmd/1273 mtvd): 55-100% cly, <40% sst,        <5% coal. note:    - last survey at 1570.11 m: 32.4 incl, 76.3 azi, 12.9 m above, 2.7 m left from plan well path.  00:00-06:00 hrs operations ======================= 00:00-06:00 drill 6-1/8"" hole from 1581 m to 1876 mmd/ 1637.9 mtvd with 1.15 nabm, no losses. bhct 108 c. bg 0.5%, max gas 3.5%@1745 mmd/ 11521 mtvd.    - top of 2b 1650 mmd/1438.7 mtvd (plan 1646 mmd/1435 mtvd): 60-100% cly, <40% sst,        <5% coal.    - top of 2a 1770 mmd/1543.4 mtvd (plan 1763 mmd/1537 mtvd): 85-100% cly, <15% sst,        <1% coal.    - last survey at 1857 m: 27.46 incl, 73.52 azi, 5.9 m below, 10.9 m left from plan well path.",0.0
24/04/2014,PN1,"perform pump off test 15 min. circulate pump off gas (715 lpm, 300 psi, 30 rpm, 1-3 kft-lb). pump off gas 0.41/ 0.4%. no losses.",0.0
24/04/2014,PN1,"increase mw from 1.13 sg to 1.15 sg nabm. circulate and condition mud, mw in/out 1.15 sg nabm. no losses. bg 0.3%.",0.0
24/04/2014,PN1,"circulate hole clean (715 lpm, 300 psi, 50 rpm, 1-3 kft-lb). no losses and no significant cutting return to shakers (only fine clay).",0.0
24/04/2014,FN2,fill up hole with 1.10 sg nabm. observed mud return to flow line after pump 9.4 m3 (est top of fluid level at 192 m). switch to tt and monitor well - loss rate 25 m3/hr. total losses 20.2 m3. note:  - work string every 15 min to ensure string free.,0.0
24/04/2014,FN2,monitor well with tt - partial return with loss rate 23.8 m3/hr. work and rotate string 10 rpm to ensure string free. total losses 10 m3. note:  - prepared 5.6 m3 of diaseal-m lcm pill in slug pit.,0.0
24/04/2014,FN2,"fill up annulus with tt - no visible fluid level. fill up annulus through kill line 670 lpm - observed return after pump 10.6 m3 (est top fluid level at 265 m). switch to fill up annulus with tt - fluid drop down to 10 m and stable (loss rate 20.9 m3/hr). stop tt and pump down through string  422 lpm, no pressure - fluid level at 10 m (loss rate 20 m3/hr). attempt to establish circulation - no success. total losses 102.6 m3. note:  - prepared 3.2 m3 of diaseal-m lcm pill in slug pit.",0.0
24/04/2014,FN2,pooh from 2500 m to 2385 m (first loss zone at 2463 m) meanwhile fill up annulus through kill line as precautionary 66 lpm - fluid level at 7 m. total losses 32.9 m3.,0.0
24/04/2014,FN2,flow check through open choke - no return. open well - observe fluid level at below flow line and slightly drop. flow check with tt 1.10 sg nabm - 33.4 m3/hr. work string - no restriction.  total losses 3.3 m3.,0.0
24/04/2014,FN2,"observed total loss in return and pressure drop to zero while drilling to 2673.3 m. attempt to establish circulation with several flow rate 500-1500 lpm through drill string and kill line while work and pull string back to 2645 m - no return. total losses 68.4 m3. note: -  asset team call well td at 2673.3mmd (2295.8mtvd) as result of losses experienced               and logging runs were canceled and gr/res from lwd used instead.           -  prepare 90 ppb lpm total loss of return pill in slug pit (vinseal(f) 15lb/bbl, vinseal(m)              15 lb/bbl, g-seal plus 20 lb/bbl, caco3(m) 20lb/bbl, caco3(c) 20 lb/bbl).",0.0
24/04/2014,FN2,rih to 2670 m. pump 8 m3 of lcm pill and chase down to the bit with 1.15 sg nabm. spot 8 m3 of lcm pill at bottom. pull back string to 2645 m. total losses 9.5 m3.,0.0
24/04/2014,F1,"cont to drill 6-1/8"" hole from 2528 m to 2673.3 mmd/ 2295.8 mtvd with 1.15 nabm, avg loss rate 0.3 m3/hr. bhct 150 c. bg 0.3%. drilling parameters: wob 12-14 klbs, 700 lpm, 1450 psi (ug),  150-200 rpm. tq off/ on 5-6/7-9 kft-lbs. rotate 145.3 m/ 4.3 hrs. avg rop 33.6 m/hr. p/u 215 klbs, s/o 139 klbs, rot 174 klbs.    - add and maintain 2 ppb each of g-seal hrg fine & g-seal plus in active system.    - top of fm0 2600 mmd/2238 mtvd (plan 2667 mmd/2295 mtvd): 50-90% cly, 10-50% sst.     - from 2615 m reduce drilling parameters to 150 rpm to entering fm0.    - observed  0.3 m3/hr dynamic losses (at 2463 m) while drilling and gain back same volume       when m/u connection.    - observed ballooning gas from depth 2460 m every stand with maximum gas 1%    - at 2655 m, pump 6.4 m3 lcm sweep (15 ppb g-seal plus and 15 ppb g-seal hrg fine).    - projection at 2673.3 m: 40.6 incl, 68 azi, 11.2 m above, 77.8 m left from plan well path.    - last formation sample at 2650 m show 80% sand and 20% clay.",0.0
24/04/2014,FN2,"fill up annulus with 1.05 sg nabm and monitor losses using tt. total volume (bbls)/ loss rate (m3/hr) : 40/ 11.1and 80/ 9.5 total losses 26.7 m3. note:  - work string every 15 min to ensure string free.  00:00-06:00 hrs operations ======================= 00:00 - 01:45 cont to fill up annulus with 1.05 sg nabm and monitor losses using tt. total volume (bbls)/ loss rate (m3/hr) : 140/ 10 and 190/ 10.3 note:  - work string every 15 min to ensure string free.            - run out of nabm and base oil on rig 01:45 - 03:00 pooh from 2404 m to 2366 m. r/u pumping assembly and cement line prior to squeeze job. meanwhile fill up annulus with 25.2 m3 of 1.05 sg wbm, average loss rate 10 m3/hr. 03:00 - 03:30 line up to cement unit. pump 0.79 m3 of 1.05 sg wbm. pressure test lines 250/3000 psi. pump 0.79 m3 of 1.05 sg wbm. 03:30 - 04:00 mix and pump 8 m3 of 1.68 sg  cement slurry to drill string (475 lpm, 225 psi). displace cement down with 3.2 m3 of 1.05 sg wbm (550 lpm, 40 psi). 04:00 - 04:30 close annular preventor. squeeze cement by pump 9.5 m3 of 1.05 sg wbm. observed pressure increase after squeeze 7 m3. final pressure 530 psi. open annular preventor. 04:30 - 04:45 break out and rackback pumping assy. pooh to 2354 m. 04:45 - 06:00 establish circulation with 533 lpm, 330 psi - good return. increase flow rate to 711 lpm, 600 psi - loss rate 3.2 m3/hr. reduce flow rate to 445 lpm, 240 psi - no losses. circulate and condition mud 1.05 sg wbm. no losses and gas.",0.0
24/04/2014,FN2,"rih to 2670 m. pump 3.2 m3 of diaseal lcm pill and chase down to the bit with 1.15 sg nabm. pump out and spot 3.2 m3 of diaseal lcm pill from 2673 to 2588 m with 244 lpm, no pressure and return. pooh to 2500 m. total losses 40.7 m3.",0.0
24/04/2014,FN2,perform flow check with tt - no return and no visible fluid level. static loss rate 24.3 m3/hr. total losses 8.1 m3.,0.0
24/04/2014,FN2,fill up annulus with 0.76 sg base oil. observed well full and became static with 10.5 m3 (est top of fluid level at 286 m). total losses 15.4 m3.,0.0
24/04/2014,FN2,"pump 5.6 m3 of diaseal lcm pill and chase down to the bit of 1.15 sg nabm, 444 lpm - no return.  attempt to establish circulation - no success. total losses 27.8 m3.",0.0
24/04/2014,FN2,pump down string with 1.10 sg nabm with 220 lpm - no return. fill up annulus with 1.10 sg nabm using tt - observed return with loss rate 14.3 m3/hr. total losses 5.5 m3. note:  - reduce mud weight in active system from 1.10 sg to 1.05 sg nabm.            - work string every 15 min to ensure string free.,0.0
24/04/2014,FN2,"displace string with 1.10 sg nabm, 444 lpm, 440 psi - no return. total losses 14 m3.",0.0
24/04/2014,C2,"drop top plug. cement unit displace with 0.79 m3 of 1.03 sg sw. line up to rig pump. displace cement with 21.69 m3 of 1.03 sg sw, bump plug to 1200 psi, 950 strokes (99.9% mp eff). final circulating pressure 700 psi at 220 lpm (actual/calculated differential pressure 640 psi/ 460 psi). act/ plan toc at 700/700 m. cip 21:45 hrs. line up to cement unit, pressure test casing to 3800 psi. bleed off pressure, no back flow (bleed back 0.25 m3). no losses while cementing. note offline: - change out bails, r/d ""casing circ tool, saver sub (ht55 to xt-39) and perform inspection on tds electronic & mechanical parts whilst cementing",0.0
24/04/2014,C1,"hold pjsm. p/u 7"" float shoe jt and check float. rih with 1 intermediate jt. p/u float collar jt, check float. rih 7"" casing 29# tpcq l80 r3 to 1131 m, no losses. avg running speed 18 jts/hr.",0.0
24/04/2014,F4,"pump 6.4 m3 hi-vis sweep. displace well to 1.12 sg pac/phpa. bottom up sample 100% clay. circulate hole clean and condition mud (3000 lpm, 1750 psi, 80 rpm, 4-5 kft-lbs). no losses. - hole size from hi-vis sweep 11.78"", from pac/phpa 12.07""",0.0
24/04/2014,C2,"stage pump up to 1130 lpm. circulate prior to cement job (1130 lpm, 350 psi), no losses.",0.0
24/04/2014,PN1,"circulate bottom up (800 lpm, 275 psi) with 1.15 sg nabm. no gas and losses. bg 0.3%.",0.0
24/04/2014,PN1,"precautionary wash down from 1155 m to 1366 m (restriction with 5 klbs). drop carbide and pump 1.6 m3 of 1.28 sg hi-den pill. circ bottom up & reciprocate string slowly (800 lpm, 340 psi). no gas no losses. bg 0.3%. note:  - avg hole size from carbide: 6.35"" at 1st, and 6.7"" at peak.            - avg hole size from hi-den pill = 6.7""",0.0
25/04/2014,F1,"drill 8-1/2"" hole (motor,gr-res) from 363 m to 1144 mmd/ 1060 mtvd, 1.15 sg sdf.  bhct 71 c. bg 0.8%. no losses  rotate: wob 8 klbs, 80 rpm, 2000-2200 lpm, spp 1400-2300 psi   slide: wob 6 klbs, 2000-2100 lpm, 1400-2100 psi. slide 40%   torque on/off btm 2-5/1-3 kft-lbs. p/u wt 157 klbs, s/o wt 155 klbs, rot wt 175 klbs.  total rotate 477.5m/8.36 hrs,rop 57.1 m/hr. total slide 306m/5.96 hrs,rop 51.3 m/hr   - from 400 to 750 mmd, control rop 50 m/hr due to large amount of cuttings over shakers - after 750 mmd, control rop 70 m/hr for lwd real time data - back ream every stand drilled - pump 4.8 m3 low-vis/4.8 m3 hi-den pill, after 750 mmd, and every 4 stds drilled, cuttings increase 10-40%  - bha behavior in rotary mode: dropping 0.3 deg/10 m, walking left 0.4 deg/10 m.   ===== 00:00-06:00 hrs operations ===== 00:00-06:00 drill 8-1/2"" hole from 1144 m to 1356 mmd/ 1263.5 mtvd, 1.15 sg sdf.  bg 0.8%, bhct 76 c, no losses.  - last survey at 1333 mmd/1241.7 mtvd; 23.6 inc/355.9 azi. 0.6 m above and 1.1 m left.",0.0
25/04/2014,F1,"drill 6-1/8"" hole (rss/mwd/pwd/adr) from 2123 m to 2617mmd/1575.8mtvd,1.20 rdf. no losses/connection gas. bhct 114c, bg 0.5%,max gas 21.52%@2548 mmd/1580.3 mtvd. rotate: wob 8-12 klbs, 100-140 rpm, 1050 lpm, spp 2400-2800 psi p/u wt 162 klbs, s/o wt 96 klbs, rot wt 125 klbs. torque on/off btm 7-8.5/6 kft-lbs. total rotate 494 m/15.97 hrs,rop 30.9m/hr - back ream std before connection for hole cleaning purpose - circulate gas down before connection - pwd ecd/esd = 1.42/1.18 sg emw at 2617 m (1.20 sg rdf).  ===== 00:00-06:00 hrs operations ===== 00:00-02:30 drill 6-1/8"" hole (rss/mwd/pwd/adr) from 2617 m to 2647mmd/1576.7mtvd,1.20 rdf. no losses/connection gas. bhct 114c, bg 0.5% - pwd ecd/esd = 1.42/1.2 sg emw at 2647 m (1.20 sg sdf). - last survey at 2636 mmd/1576.7 mtvd; 90.6inc/327.3azi. 4.3m above and 4.7m right. 02:30-03:15 observe air compressor#3 failure (making one compressor avialable for operation), unable to downlink geopilot. troubleshoot on air compressor#3. meanwhile rack back stand to 2618 m, and circulate hole at 2618 m (1050 lpm, 2700-2800 psi, 100 rpm, 6 kft-lbs). 03:15-05:45 back ream out 6-1/8"" bha from 2618 m to 2416 m (1050 lpm, 2700-2600 psi, 100 rpm, 6kft-lbs). whilst troubleshooting air compressor, shuffle part from compressor#3 to #2. 05:45-06:00 rih 6-1/8"" bha from 2416 m to 2605 m.",0.0
25/04/2014,P4F,"continue to pooh wash pipe and running tool on 4""dp/hwdp to 1455 m, unsting wash pipe out of lbpv at 1504 m. observe loss 6.0 m3, static loss 3 m3/hr. total loss 26.4 m3",6.0
25/04/2014,P4F,"rig continue to pump displace well to 44.2 m3 of 1.20 sg cacl2 brine, until see clear brine on surface (480 lpm, 400 psi), no loss. observe 70% co2 at flowline, 1% hc total gas",0.0
25/04/2014,P4F,"cement unit pump 12.2 m3 of 1.20 sg versaout breaker fluid (320 lpm, 300 psi). observe loss 10.3 m3, dynamic loss 20.7 m3/hr.",10.3
25/04/2014,P4F,"pooh wash pipe, and running tool on 4""dp/hwdp from 2772 m to 2395 m. observe loss 4.3 m3, static loss 5.7 m3/hr. whilst filling hole thru annulus side 100 lpm with 1.20 sg cacl2 brine and prepare contingency lcm.  ===== 00:00-06:00 hrs operartions ===== 00:00-01:45 continue to pooh wash pipe, and r/r tool on 4""dp/hwdp to 1455 m, unsting wash pipe out of lbpv at 1504 m. observe loss 6.0 m3, static loss 3 m3/hr. total loss 26.4 m3 01:45-02:00 flow check, hole static, indicating lbpv closed.  02:00-02:15 line up to cement unit whilst flush clean surface line and trip tank with 1.20 sg cacl2 brine. pump clean up pills as per program, no loss: 03:00-04:45 rig continue to pump displace well to 44.2 m3 of 1.20 sg cacl2 brine, until see clear brine on surface (480 lpm, 400 psi), no loss. 04:45-05:15 flow check, hole static. pooh from 1455 m to 1282 m. 05:15-05:30 hold pjsm. change out to 2-3/8"" handling equipment. pooh, inspect and l/d liner hanger running tool (from 1282 m to 1267 m).  observe all pins shears and running tool in good condition. 05:30-06:00 pooh and l/d 2-3/8"" wash pipe from 1267 m to 1198 m.",4.3
25/04/2014,P4F,"line up to cement unit. pump 24.2 m3 of versaout breaker fluid (800 lpm, 1700 psi). no loss.",0.0
25/04/2014,P4F,"pooh wash pipe/running tool on 4""dp from 2774.8 m to 2772 m (3 m), to unsting wash pipe out of oring seal sub. flow check, loss 0.95 m3, static loss rate 9.5 m3/hr.",0.95
25/04/2014,P4F,"flow check, loss 4.8 m3, static loss rate 9.5 m3/hr.",4.8
25/04/2014,F4,"continue to circulate and condition mud, 1.20 sg clean rdf (1050 lpm, 2700 psi, 30 rpm, 6 kft-lbs). no losses.  mud check: • 19:15 hrs. sample from active pit: bucket test - neg(>120 sec, 2.5 cm fluid above screen) • 19:45 hrs. sample from active pit: bucket test - ok (20 sec, 1.8 cm fluid above screen),  flow cell test - ok (16 sec). • 20:15 hrs. sample from flow line: bucket test - ok (20 sec, 0.8 cm fluid above screen),  flow cell test - ok (14 sec).",0.0
25/04/2014,F4,"pump 4.0 m3 hi-vis pill clean rdf. displace hole from 1.20 sg drilling rdf to 1.20 sg clean rdf (1050 lpm, 2700 psi, 30 rpm, 6 kft-lbs). no losses.",0.0
25/04/2014,F3,"continue to back ream out from 2760 m to 7"" casing shoe at 2038 m (1050 lpm, 2400-2700 psi, 100 rpm, 7-8 kft-lbs). no losses.",0.0
25/04/2014,F4,"circulate hole clean at 9-5/8"" shoe (2000 lpm, 1300 psi, 40 rpm). no losses.",0.0
25/04/2014,C3,"hold pjsm. change out 2-7/8""-5"" vbr (upr) to 7"" casing rams. meanwhile, monitor well by circulating below closed bsr through kill and choke line at 80 lpm, no gain/losses. hold deberife.",0.0
25/04/2014,C1,"circulate prior to cement job with fut (1100 lpm, 1000-1500 psi). no losses. max gas 13.5%/bg 0.3%. observe trace of cavings (2 x 2 cm) and lots of cuttings after bottom up.  ===== 00:00-06:00 hrs operations ===== 00:00-00:15 continue to circulate prior to cement job with fut. no losses. 00:15-00:30 r/d casing fill up tool.  00:30-01:00 r/u and install cement head and line. 01:00-01:45 rig pump 24.8 m3 of 1.19 sg spacer (1100 lpm, 850 psi), no losses.  01:45-02:00 line up to cement unit. cement unit pump 0.79 m3 mixing fluid ahead. pressure test line to 300/4500 psi.  02:00-04:00 unable to start cement unit due to rig air compressor failure. troubleshoot problem, fix the same. 04:00-06:00 establish circulation and ensure good circulation. continue to circulate hole while mixing/retreating 1.19 sg spacer returned from hole.",0.0
25/04/2014,F2A,"flow check, hole static. back ream out of hole 8-1/2"" bha from 1300 m to 9-5/8"" casing shoe at 356 m (2000 lpm, 1300-1700 psi, 80 rpm, 1-4 kft-lbs). no losses/tight spot.",0.0
25/04/2014,F4,"circulate hole clean at 1300 m (2000 lpm, 1700 psi, 80 rpm, 4 kft-lbs). no losses.",0.0
25/04/2014,C1,"rih 7"" casing from 350 m to 1998 m. wash down from 1988 m to 2010 m. fill every joint with casing fill up tool. top fill every 10 joints. flush wellhead thru sov on last 8 joints before p/u hanger. avg running speed 24 jt/hr. no losses while rih.",0.0
25/04/2014,C2,"drop top plug. displace cement with 39.8 m3 of 1.20 sg rdf with cement unit. bump plug 1630 psi, 500 psi above final pumping pressure. pressure test 7"" casing to 3000 psi/10 min. cip @ 08:30 hrs. plan toc 259 m. no losses during cement job. bleed-off pressure, 0.5 m3 bleed back volume, float hold. note: spacer contaminated mud return 4.5 m3, pure spacer return 20.3 m3, cement contaminated spacer return 1.6 m3.",0.0
25/04/2014,C2,"rig pump 24.8 m3 of 1.19 sg spacer (1100 lpm, 850 psi), no losses.",0.0
25/04/2014,C2,"rig pump 24.8 m3 of 1.19 sg spacer (1100 lpm, 850 psi), no losses.",0.0
25/04/2014,C2,continue to circulate prior to cement job with fut. no losses.,0.0
25/04/2014,FN9C,"l/d 6-1/8"" rss bha#3.  - l/d all components of bha#3 (rss-pwd-adr); - visuallly inspect pulser, ok. suspect loss communication along the bus due to adr main processor failure.",0.0
25/04/2014,F1,"drill 6-1/8"" hole (rss/mwd/pwd/adr) from 2043 m to 2123 mmd/1588.7mtvd, 1.20 rdf.  no losses/connection gas. bhct 100c, bg 0.5%,max gas 27.9%@2110 mmd/1588.8 mtvd.  rotate: wob 6-8 klbs, 80-130 rpm, 950-1000 lpm, spp 2100-2400 psi p/u wt 160 klbs, s/o wt 106 klbs, rot wt 127 klbs. torque on/off btm 7/6 kft-lbs. total rotate 80 m/2.3 hrs,rop 35m/hr. - back ream std before connection for hole cleaning purpose - pwd ecd/esd = 1.412/1.20 sg emw at 2123 m (1.20 sg rdf).  ===== 00:00-06:00 hrs operations ===== 00:00-06:00 drill 6-1/8"" hole (rss/mwd/pwd/adr) from 2123 m to 2255mmd/1586mtvd,1.20 rdf. no losses/connection gas. bhct 100c, bg 0.5% - pwd ecd/esd = 1.43/1.2 sg emw at 2255 m (1.20 sg sdf). - last survey at 2232 mmd/1585.6 mtvd; 88.9inc/326.2azi. 4.6m below and 5.5m right.",0.0
25/04/2014,F1,"drill 6-1/8"" hole (rss/mwd/pwd/adr) from 2617 m to 2647mmd/1576.7mtvd,1.20 sg rdf.  no losses/connection gas. bhct 114c, bg 0.5% - pwd ecd/esd = 1.42/1.2 sg emw at 2647 m (1.20 sg sdf).",0.0
25/04/2014,F1,"drill 6-1/8"" hole (rss/mwd/pwd/adr) from 2647 m to td at 2885mmd/1574.2mtvd,1.20 sg rdf. no losses/connection gas.  bhct 120c, bg 1.0%,max gas 28.3%@2548 mmd/1580.3 mtvd. rotate: wob 10-14 klbs, 100-140 rpm, 1050 lpm, spp 2800-2900 psi p/u wt 170 klbs, s/o wt 95 klbs, rot wt 130 klbs. torque on/off btm 8-10/6-7 kft-lbs. - perform pump-off test at 2820 mmd/1575 mtvd: max gas 1.30%/bg 1.00% - total rotate 268 m/7.49 hrs,rop 35.8m/hr - no response from geopilot while drilling: 1.) 2743 mmd to 2761 mmd; 2.) 2815 m to 2885 mmd - back ream std before connection for hole cleaning purpose - circulate gas down before connection - pwd ecd/esd = 1.45/1.17 sg emw at 2885 m (1.20 sg rdf).",0.0
25/04/2014,F2C,"p/u & m/u 8-1/2"" with lwd (gr-res). install mwd probe. download lwd. scribe line, record toolface offset. rih with hwdp & dp to 198 m.  ===== 00:00-06:00 hrs operations ===== 00:00-01:00 hrs continue to m/u 8-1/2"" with lwd (gr-res). download lwd. scribe line, record toolface offset.  01:00-02:00 hrs rih on scribe line with hwdp & dp to 312 m. shallow test mwd/lwd (2000 lpm, 900 psi), ok. wash down last stand to tag toc at 321 m. 02:00-02:45 hrs drill out cement and shoe (2000 lpm, 1500 psi, 40 rpm, 2-3 kft-lbs, 5-8 klbs wob) while displace hole to 1.15 sg sdf. clean out rat hole. drill 3 m new formation to 363 m. 02:45-03:00 circulate prior to fit (2000 lpm, 1500 psi). bottom up sample 50% cement, 45% clay, 5% sand 03:00-03:15 pull back inside 9-5/8"" casing. space out tool joint. line up to cement unit. pressure test line 300 psi. perform fit to 1.30 sg emw (1.15 sg sdf, 76 psi, 356.5 mtvd). wash down to bottom. 03:15-06:00 drill 8-1/2"" hole (motor,gr-res) from 363 m to 460 mmd/459 mtvd with 1.15 sg sdf. bhct 51 c. bg 0.7%. no losses.  - survey depth at 443 mmd/442.6 mtvd; 10.6 inc/123 azi. 2.4 m below and 2.9 m left.",0.0
25/04/2014,F1,"drill 8-1/2"" hole (motor,gr-res) from 1144 to 1814 mmd/1554.4 mtvd, 1.15 sg sdf. bhct 92 c. bg 0.5%. no losses rotate: wob 8-10 klbs, 80-120 rpm, 2200 lpm, spp 2300-2700 psi slide: wob 6 klbs, 2100-2200 lpm, 2100-2600 psi. slide 42% torque on/off btm 5-9/3-4 kft-lbs. p/u wt 203 klbs, s/o wt 147 klbs, rot wt 168 klbs. total rotate 387m/7.46 hrs,rop 51.9 m/hr. total slide 283m/10.82 hrs,rop 26.2 m/hr - top of 2e: 1260mmd/1173.7mtvd - top of 2d: 1530mmd/1406.4mtvd - after 750 mmd, control rop 70 m/hr for lwd real time data - after 1810 m, observe trace of cavings over shakers. - back ream every stand drilled - pump 4.8 m3 low-vis/4.8 m3 hi-den pill, every 3-4 stds drilled, cuttings increase 10-35% - bha behavior in rotary mode: dropping 0.2 deg/10 m, holding direction  ===== 00:00-06:00 hrs operations ===== 00:00-06:00 drill 8-1/2"" hole from 1814 m to 1908 mmd/ 1580 mtvd, 1.15-1.17 sg sdf. bg 0.8%, bhct 88-94 c, no losses. - observe large amount of cavings over shakers, increase mw to 1.17 sg at 1866 m. - after mw in/out 1.17 sg, amount of cavings at shakers decreased - observe difficulties to slide, bha hanging up several times, on btm rop 10 m/hr. - asset/duty geologist change 8-1/2"" td based on lwd correlation from 1581 to 1590 mtvd. - last survey at 1881mmd/1573.6mtvd; 75.2inc/328.4azi. 5.2 m below and 1.4 m right.",0.0
25/04/2014,F2A,"flow check, hole static. take scrs. back ream out of hole 8-1/2"" bha to 1300 m (2000 lpm, 1800-2000 psi, 80 rpm, 4-9 kft-lbs) with mw 1.19 sg. no losses/tight spot.  ===== 00:00-06:00 hrs operations ===== 00:00-00:30 hrs circulate hole clean at 1300 m (2000 lpm, 1700 psi, 80 rpm, 4 kft-lbs). no losses. 00:30-05:30 hrs flow check, hole static. back ream out of hole 8-1/2"" bha from 1300 m to 9-5/8"" casing shoe at 356 m (2000 lpm, 1300-1700 psi, 80 rpm, 1-4 kft-lbs). no losses/tight spot. 05:30-05:45 hrs circulate hole clean at 9-5/8"" shoe (2000 lpm, 1300 psi, 40 rpm). no losses. 05:45-06:00 hrs flow check, hole static. pooh 8-1/2"" bha from 356 m to 250 m, correct fluid displacement.",0.0
25/04/2014,F1,"drill 8-1/2"" hole (motor,gr-res) from 1814 to 2043 mmd/1589.4 mtvd (td section), 1.15-1.17 sg sdf. bhct 96 c. max gas 21.5%@1964 mmd/1586.8 mtvd. bg 0.5%. no losses rotate: wob 12 klbs, 100-120 rpm, 2200 lpm, spp 2300-2700 psi slide: wob 8-10 klbs, 2100-2200 lpm, 2600-2700 psi. slide 32% torque on/off btm 8-10/6-8 kft-lbs. p/u wt 205 klbs, s/o wt 139 klbs, rot wt 168 klbs. total rotate 156m/11.53 hrs,rop 13.5 m/hr. total slide 73m/6.65 hrs,rop 11 m/hr - observe large amount of cavings over shakers, increase mw to 1.17 sg at 1866 m. - after mw in/out 1.17 sg, amount of cavings at shakers decreased - observe difficulties to slide, bha hanging up several times, on btm rop 10 m/hr. - asset/duty geologist change 8-1/2"" td based on lwd correlation from 1581 to 1590 mtvd. - back ream every stand drilled - pump 4.8 m3 low-vis/4.8 m3 hi-den pill, every 3 stds drilled, cuttings increase 25% - bha behavior in rotary mode: dropping 0.18 deg/10 m, holding direction",0.0
25/04/2014,F4,"pump 4.8 m3 hi-den sweep#1. circulate pill out. bottom up sample at td 100% sand. perform pump off test. pump 4.8 m3 hi-den sweep#2 due to some cavings coming over shakers. circulate hole clean (2000-2200 lpm, 2000-2400 psi, 80-100 rpm). no losses. pump off gas 0.8%. bg 0.5%. avg hole size from propane lag check first/peak: 8.87""/9.08"", hole size from sweep: 9.4"" - after circulate out sweep#2, observe still some cavings coming over shakers, increase mw from 1.17 to 1.19 sg, continue to circulate hole clean after mw 1.19 sg, still small trace of caving at shakers.",0.0
26/04/2014,F3,"pump 15.9 m3 hi-vis sweep and circulate until sweep out on surface. circulate hole clean with 3,000 lpm, 1900-2000 psi. note:   - geologist confirm td, td formation 2b sample 100% clyst.            - avg hole size from sweep = 12.40""             - dynamic loss rate 2.4 m3/hr with 2800 lpm.",0.0
26/04/2014,GN1A,"pump tandem pill (3.2 m3 low vis and 4.8 m3 hi den). circulate hole clean and condition mud meanwhile reciprocating the string with 1000 lpm, 2400-2350 psi, 100 rpm, 6-7 kft-lbs.  - no losses, bg = 0.3%, trip gas 3.55%, observe only fine cutting over shakers during circulation.",0.0
